"_raw","_time",host,index,linecount,source,sourcetype,"splunk_server","tag::host"
"2017-11-13T19:59:45.820967-05:00 lfs-mgmt2.ccs.ornl.gov fprof.fsize_perc.hist: Bin_LE_4.00_KiB = 0.000466922682608, Bin_LE_8.00_KiB = 0.000828026065772, Bin_LE_16.00_KiB = 0.00174992130617, Bin_LE_32.00_KiB = 0.0104637964436, Bin_LE_64.00_KiB = 0.00632980706524, Bin_LE_128.00_KiB = 0.00607277796673, Bin_LE_256.00_KiB = 0.0457214259985, Bin_LE_512.00_KiB = 0.0381120895409, Bin_LE_1.00_MiB = 0.198344890668, Bin_LE_2.00_MiB = 0.35351954522, Bin_LE_4.00_MiB = 1.70098238803, Bin_LE_16.00_MiB = 5.58105388338, Bin_LE_32.00_MiB = 1.50270649095, Bin_LE_64.00_MiB = 3.18103941471, Bin_LE_128.00_MiB = 18.8164701178, Bin_LE_256.00_MiB = 5.59729268646, Bin_LE_512.00_MiB = 3.22085917711, Bin_LE_1.00_GiB = 5.1983104649, Bin_LE_4.00_GiB = 13.6934780945, Bin_LE_64.00_GiB = 23.6353079281, Bin_LE_128.00_GiB = 1.90314060814, Bin_LE_256.00_GiB = 3.10809367549, Bin_LE_512.00_GiB = 2.36220484836, Bin_LE_1.00_TiB = 6.75350715431, Bin_LE_4.00_TiB = 1.78356906285, Bin_GT_4.00_TiB = 1.30037480196","2017-11-13T19:59:45.820-0500","lfs-mgmt2.ccs.ornl.gov",main,1,"/data/log/splunk/default.log",syslog,"splunkindex01.ccs.ornl.gov",
"2017-11-13T19:59:45.820452-05:00 lfs-mgmt2.ccs.ornl.gov fprof.filecount.hist: Bin_LE_4.00_KiB = 43465376, Bin_LE_8.00_KiB = 12780542, Bin_LE_16.00_KiB = 12382655, Bin_LE_32.00_KiB = 44116522, Bin_LE_64.00_KiB = 12177045, Bin_LE_128.00_KiB = 5780825, Bin_LE_256.00_KiB = 22808032, Bin_LE_512.00_KiB = 8888103, Bin_LE_1.00_MiB = 24794076, Bin_LE_2.00_MiB = 21584550, Bin_LE_4.00_MiB = 43649271, Bin_LE_16.00_MiB = 50383903, Bin_LE_32.00_MiB = 5391505, Bin_LE_64.00_MiB = 5759387, Bin_LE_128.00_MiB = 15685765, Bin_LE_256.00_MiB = 2177527, Bin_LE_512.00_MiB = 776305, Bin_LE_1.00_GiB = 603533, Bin_LE_4.00_GiB = 673229, Bin_LE_64.00_GiB = 170527, Bin_LE_128.00_GiB = 1880, Bin_LE_256.00_GiB = 1457, Bin_LE_512.00_GiB = 484, Bin_LE_1.00_TiB = 790, Bin_LE_4.00_TiB = 92, Bin_GT_4.00_TiB = 12","2017-11-13T19:59:45.820-0500","lfs-mgmt2.ccs.ornl.gov",main,1,"/data/log/splunk/default.log",syslog,"splunkindex01.ccs.ornl.gov",
"2017-11-13T19:59:45.797233-05:00 lfs-mgmt2.ccs.ornl.gov fprof.scan_rate: 9826","2017-11-13T19:59:45.797-0500","lfs-mgmt2.ccs.ornl.gov",main,1,"/data/log/splunk/default.log",syslog,"splunkindex01.ccs.ornl.gov",
"2017-11-13T19:59:45.797134-05:00 lfs-mgmt2.ccs.ornl.gov fprof.walktime: 10h 59m","2017-11-13T19:59:45.797-0500","lfs-mgmt2.ccs.ornl.gov",main,1,"/data/log/splunk/default.log",syslog,"splunkindex01.ccs.ornl.gov",
"2017-11-13T19:59:45.797036-05:00 lfs-mgmt2.ccs.ornl.gov fprof.avg_file_size: 25.39 MiB","2017-11-13T19:59:45.797-0500","lfs-mgmt2.ccs.ornl.gov",main,1,"/data/log/splunk/default.log",syslog,"splunkindex01.ccs.ornl.gov",
"2017-11-13T19:59:45.796936-05:00 lfs-mgmt2.ccs.ornl.gov fprof.total_file_size: 8089.46 TiB","2017-11-13T19:59:45.796-0500","lfs-mgmt2.ccs.ornl.gov",main,1,"/data/log/splunk/default.log",syslog,"splunkindex01.ccs.ornl.gov",
"2017-11-13T19:59:45.796830-05:00 lfs-mgmt2.ccs.ornl.gov fprof.file_count: 334053393","2017-11-13T19:59:45.796-0500","lfs-mgmt2.ccs.ornl.gov",main,1,"/data/log/splunk/default.log",syslog,"splunkindex01.ccs.ornl.gov",
"2017-11-13T19:59:45.796726-05:00 lfs-mgmt2.ccs.ornl.gov fprof.sym_count: 906781","2017-11-13T19:59:45.796-0500","lfs-mgmt2.ccs.ornl.gov",main,1,"/data/log/splunk/default.log",syslog,"splunkindex01.ccs.ornl.gov",
"2017-11-13T19:59:45.796625-05:00 lfs-mgmt2.ccs.ornl.gov fprof.dir_count: 53999824","2017-11-13T19:59:45.796-0500","lfs-mgmt2.ccs.ornl.gov",main,1,"/data/log/splunk/default.log",syslog,"splunkindex01.ccs.ornl.gov",
"2017-11-13T19:59:45.796518-05:00 lfs-mgmt2.ccs.ornl.gov fprof.version: 0.16","2017-11-13T19:59:45.796-0500","lfs-mgmt2.ccs.ornl.gov",main,1,"/data/log/splunk/default.log",syslog,"splunkindex01.ccs.ornl.gov",
"2017-11-13T19:59:45.796240-05:00 lfs-mgmt2.ccs.ornl.gov fprof.rootpath: /lustre/atlas1","2017-11-13T19:59:45.796-0500","lfs-mgmt2.ccs.ornl.gov",main,1,"/data/log/splunk/default.log",syslog,"splunkindex01.ccs.ornl.gov",
"2017-11-13T19:46:15.882178-05:00 lfs-mgmt2.ccs.ornl.gov fprof.fsize_perc.hist: Bin_LE_4.00_KiB = 0.00114198006865, Bin_LE_8.00_KiB = 0.00107014266434, Bin_LE_16.00_KiB = 0.00162210899688, Bin_LE_32.00_KiB = 0.00331231252623, Bin_LE_64.00_KiB = 0.00875708174677, Bin_LE_128.00_KiB = 0.00830865414268, Bin_LE_256.00_KiB = 0.0110866940282, Bin_LE_512.00_KiB = 0.023624349872, Bin_LE_1.00_MiB = 0.223706496918, Bin_LE_2.00_MiB = 0.133055407432, Bin_LE_4.00_MiB = 0.284504638165, Bin_LE_16.00_MiB = 0.714635420821, Bin_LE_32.00_MiB = 0.372892117402, Bin_LE_64.00_MiB = 2.07738738085, Bin_LE_128.00_MiB = 5.0482633174, Bin_LE_256.00_MiB = 1.77639263265, Bin_LE_512.00_MiB = 3.76160066512, Bin_LE_1.00_GiB = 4.29007084808, Bin_LE_4.00_GiB = 7.94001670636, Bin_LE_64.00_GiB = 30.7553205142, Bin_LE_128.00_GiB = 1.52152435325, Bin_LE_256.00_GiB = 12.8591735046, Bin_LE_512.00_GiB = 3.41169882813, Bin_LE_1.00_TiB = 3.30167372022, Bin_LE_4.00_TiB = 5.5907454023, Bin_GT_4.00_TiB = 15.878414722","2017-11-13T19:46:15.882-0500","lfs-mgmt2.ccs.ornl.gov",main,1,"/data/log/splunk/default.log",syslog,"splunkindex01.ccs.ornl.gov",
"2017-11-13T19:46:15.881543-05:00 lfs-mgmt2.ccs.ornl.gov fprof.filecount.hist: Bin_LE_4.00_KiB = 100858760, Bin_LE_8.00_KiB = 18561197, Bin_LE_16.00_KiB = 14403353, Bin_LE_32.00_KiB = 14806086, Bin_LE_64.00_KiB = 18297684, Bin_LE_128.00_KiB = 9161883, Bin_LE_256.00_KiB = 6050746, Bin_LE_512.00_KiB = 6571812, Bin_LE_1.00_MiB = 26995164, Bin_LE_2.00_MiB = 8789873, Bin_LE_4.00_MiB = 10146635, Bin_LE_16.00_MiB = 9112515, Bin_LE_32.00_MiB = 1512595, Bin_LE_64.00_MiB = 4086997, Bin_LE_128.00_MiB = 4782331, Bin_LE_256.00_MiB = 809963, Bin_LE_512.00_MiB = 907024, Bin_LE_1.00_GiB = 618027, Bin_LE_4.00_GiB = 489340, Bin_LE_64.00_GiB = 355123, Bin_LE_128.00_GiB = 1687, Bin_LE_256.00_GiB = 7972, Bin_LE_512.00_GiB = 738, Bin_LE_1.00_TiB = 361, Bin_LE_4.00_TiB = 234, Bin_GT_4.00_TiB = 256","2017-11-13T19:46:15.881-0500","lfs-mgmt2.ccs.ornl.gov",main,1,"/data/log/splunk/default.log",syslog,"splunkindex01.ccs.ornl.gov",
"2017-11-13T19:46:15.863552-05:00 lfs-mgmt2.ccs.ornl.gov fprof.scan_rate: 8494","2017-11-13T19:46:15.863-0500","lfs-mgmt2.ccs.ornl.gov",main,1,"/data/log/splunk/default.log",syslog,"splunkindex01.ccs.ornl.gov",
"2017-11-13T19:46:15.863456-05:00 lfs-mgmt2.ccs.ornl.gov fprof.walktime: 10h 46m","2017-11-13T19:46:15.863-0500","lfs-mgmt2.ccs.ornl.gov",main,1,"/data/log/splunk/default.log",syslog,"splunkindex01.ccs.ornl.gov",
"2017-11-13T19:46:15.863363-05:00 lfs-mgmt2.ccs.ornl.gov fprof.avg_file_size: 37.83 MiB","2017-11-13T19:46:15.863-0500","lfs-mgmt2.ccs.ornl.gov",main,1,"/data/log/splunk/default.log",syslog,"splunkindex01.ccs.ornl.gov",
"2017-11-13T19:46:15.863269-05:00 lfs-mgmt2.ccs.ornl.gov fprof.total_file_size: 9282.74 TiB","2017-11-13T19:46:15.863-0500","lfs-mgmt2.ccs.ornl.gov",main,1,"/data/log/splunk/default.log",syslog,"splunkindex01.ccs.ornl.gov",
"2017-11-13T19:46:15.863174-05:00 lfs-mgmt2.ccs.ornl.gov fprof.file_count: 257328356","2017-11-13T19:46:15.863-0500","lfs-mgmt2.ccs.ornl.gov",main,1,"/data/log/splunk/default.log",syslog,"splunkindex01.ccs.ornl.gov",
"2017-11-13T19:46:15.863078-05:00 lfs-mgmt2.ccs.ornl.gov fprof.sym_count: 6314204","2017-11-13T19:46:15.863-0500","lfs-mgmt2.ccs.ornl.gov",main,1,"/data/log/splunk/default.log",syslog,"splunkindex01.ccs.ornl.gov",
"2017-11-13T19:46:15.862981-05:00 lfs-mgmt2.ccs.ornl.gov fprof.dir_count: 65465571","2017-11-13T19:46:15.862-0500","lfs-mgmt2.ccs.ornl.gov",main,1,"/data/log/splunk/default.log",syslog,"splunkindex01.ccs.ornl.gov",
"2017-11-13T19:46:15.862863-05:00 lfs-mgmt2.ccs.ornl.gov fprof.version: 0.16","2017-11-13T19:46:15.862-0500","lfs-mgmt2.ccs.ornl.gov",main,1,"/data/log/splunk/default.log",syslog,"splunkindex01.ccs.ornl.gov",
"2017-11-13T19:46:15.862718-05:00 lfs-mgmt2.ccs.ornl.gov fprof.rootpath: /lustre/atlas2","2017-11-13T19:46:15.862-0500","lfs-mgmt2.ccs.ornl.gov",main,1,"/data/log/splunk/default.log",syslog,"splunkindex01.ccs.ornl.gov",
